timestamp,route_id,hour,congestion_level,avg_speed_kmh,traffic_volume,delay_minutes
2026-01-20 08:53,RTE-0481,8,moderate,78.4,2158,0
2024-12-20 12:53,RTE-0773,12,severe,56.8,761,18
2026-03-23 14:53,RTE-0415,14,severe,22.3,4297,43
2025-10-10 19:53,RTE-0737,19,moderate,50.5,1854,0
2024-04-23 05:53,RTE-0385,5,light,49.4,2990,0
2026-03-24 18:53,RTE-0385,18,blocked,137.7,1508,0
2025-10-04 01:53,RTE-0521,1,severe,155.9,1814,14
2024-11-23 12:53,RTE-0618,12,high,108.6,5481,35
2025-01-07 03:53,RTE-0823,3,medium,142.7,5837,0
2025-11-11 23:53,RTE-0321,23,moderate,54.0,6348,0
2025-09-16 06:53,RTE-0075,6,unknown,139.5,4489,0
2025-01-15 00:53,RTE-0726,0,heavy,85.1,6724,55
2026-03-25 09:53,RTE-0967,9,severe,,5294,14
2025-02-01 17:53,RTE-0331,17,blocked,107.6,4593,0
2026-01-03 17:53,RTE-0612,17,blocked,68.2,4955,0
2026-03-04 04:53,RTE-0219,4,heavy,73.9,3457,56
2024-06-26 05:53,RTE-0327,5,blocked,37.3,1377,0
2025-06-15 10:53,RTE-0035,10,medium,80.2,3648,0
2026-04-09 06:53,RTE-0991,6,medium,127.7,3136,0
2025-09-01 09:53,RTE-0100,9,moderate,60.3,5687,0
2024-05-09 18:53,RTE-0984,18,moderate,107.6,6332,0
2025-08-08 01:53,RTE-0425,1,heavy,178.9,1785,27
2025-06-07 06:53,RTE-0156,6,severe,69.6,953,50
2024-08-25 23:53,RTE-0311,23,heavy,121.8,459,7
2025-12-18 20:53,RTE-0955,20,moderate,103.4,6723,0
2025-03-20 05:53,RTE-0449,5,high,58.1,3149,30
2025-09-06 02:53,RTE-0849,2,heavy,25.9,4472,54
2025-10-30 23:53,RTE-0755,23,low,171.8,1558,0
2024-11-06 14:53,RTE-0300,14,moderate,42.5,3666,0
2024-05-10 16:53,RTE-0112,16,high,110.3,824,17
2025-03-23 14:53,RTE-0092,14,low,139.8,7969,0
2025-09-30 09:53,RTE-0603,9,light,41.1,1971,0
2024-11-06 10:53,RTE-0026,10,low,110.9,1973,0
2024-11-11 16:53,RTE-0865,16,high,31.3,4816,27
2025-03-19 13:53,RTE-0783,13,moderate,66.1,495,0
2025-11-29 23:53,RTE-0305,23,heavy,124.6,3290,26
2025-12-14 00:53,RTE-0471,0,medium,81.2,483,0
2025-02-16 13:53,RTE-0845,13,medium,178.2,5738,0
2026-02-07 00:53,RTE-0084,0,blocked,146.6,1289,0
2024-06-04 01:53,RTE-0312,1,medium,143.0,2658,0
2025-01-03 12:53,RTE-0038,12,medium,55.6,1576,0
2024-05-16 16:53,RTE-0070,16,medium,29.6,145,0
2024-06-12 10:53,RTE-0999,10,moderate,110.4,3649,0
2025-06-29 03:53,RTE-0136,3,moderate,62.4,6792,0
2025-12-25 17:53,RTE-0190,17,moderate,123.9,1573,0
2026-01-14 09:53,RTE-0808,9,heavy,44.0,4465,34
2024-05-31 15:53,RTE-0203,15,heavy,126.3,3428,15
2024-10-04 21:53,RTE-0891,21,severe,138.5,3818,19
2025-11-16 09:53,RTE-0868,9,blocked,78.9,7296,0
2026-01-09 23:53,RTE-0319,23,severe,69.6,3360,4
2024-11-11 21:53,RTE-1000,21,heavy,135.9,1884,14
2026-02-13 07:53,RTE-0759,7,blocked,46.8,752,0
2025-12-01 12:53,RTE-0768,12,heavy,132.9,7696,35
2024-05-09 16:53,RTE-0689,16,high,176.1,1944,24
2025-05-10 09:53,RTE-0925,9,light,75.6,6895,0
2025-01-30 19:53,RTE-0452,19,moderate,127.8,1326,0
2026-01-29 16:53,RTE-0817,16,medium,178.8,7704,0
2025-09-30 11:53,RTE-0292,11,low,151.4,5005,0
2026-02-16 10:53,RTE-0371,10,severe,164.6,4433,10
2024-07-21 07:53,RTE-0263,7,blocked,35.2,455,0
2024-07-23 19:53,RTE-0623,19,severe,123.5,4454,24
2024-11-05 10:53,RTE-0939,10,severe,117.2,3650,19
2025-04-29 20:53,RTE-0147,20,heavy,138.1,826,3
2026-03-20 01:53,RTE-0263,1,medium,147.7,1276,0
2024-07-16 02:53,RTE-0463,2,moderate,157.4,2460,0
2024-06-30 16:53,RTE-0547,16,severe,173.9,4238,10
2025-12-08 20:53,RTE-0297,20,light,52.8,3998,0
2025-10-23 15:53,RTE-0074,15,severe,92.1,724,29
2024-04-24 14:53,RTE-0183,14,medium,111.5,7717,0
2025-10-10 09:53,RTE-0637,9,medium,68.9,465,0
2025-05-16 07:53,RTE-0754,7,heavy,53.9,5353,11
2025-10-03 07:53,RTE-0859,7,heavy,140.9,5559,21
2025-07-23 13:53,RTE-0250,13,moderate,159.7,519,0
2025-03-27 15:53,RTE-0165,15,low,45.4,3004,0
2025-10-29 12:53,RTE-0169,12,medium,140.5,4707,0
2024-10-13 22:53,RTE-0292,22,light,57.7,3882,0
2025-10-23 08:53,RTE-0826,8,heavy,159.5,3692,28
2026-01-24 21:53,RTE-0358,21,high,106.5,5999,1
2025-01-17 09:53,RTE-0505,9,high,42.0,513,11
2025-04-29 00:53,RTE-0209,0,moderate,118.1,3783,0
2026-01-27 21:53,RTE-0129,21,blocked,55.0,474,0
2024-10-21 02:53,RTE-0528,2,heavy,115.7,7848,21
2024-12-17 22:53,RTE-0126,22,medium,129.6,4776,0
2026-01-15 02:53,RTE-0687,2,moderate,92.8,1280,0
2025-12-24 01:53,RTE-0372,1,severe,148.9,3781,5
2025-08-03 12:53,RTE-0137,12,severe,57.2,4150,30
2025-03-29 11:53,RTE-0961,11,severe,95.1,3591,58
2025-02-09 09:53,RTE-0962,9,moderate,30.8,6947,0
2025-06-28 18:53,RTE-0091,18,heavy,134.1,4341,55
2024-10-08 01:53,RTE-0353,1,high,41.5,3624,20
2024-09-03 07:53,RTE-0327,7,high,87.5,1723,18
2024-05-04 03:53,RTE-0898,3,high,161.9,7966,49
2026-02-13 17:53,RTE-0419,17,blocked,140.1,3378,0
2024-08-27 11:53,RTE-0267,11,blocked,100.8,136,0
2025-02-01 22:53,RTE-0221,22,high,,7636,35
2025-10-04 23:53,RTE-0955,23,low,60.0,5880,0
2024-09-19 08:53,RTE-0399,8,high,179.7,7577,60
2025-08-05 05:53,RTE-0789,5,severe,178.9,105,44
2024-08-29 13:53,RTE-0189,13,unknown,168.5,3824,0
2024-06-25 23:53,RTE-0144,23,heavy,146.2,7305,59
2025-02-08 02:53,RTE-0730,2,medium,85.0,5841,0
2025-01-12 16:53,RTE-0494,16,heavy,142.3,7535,16
2025-08-30 03:53,RTE-0954,3,heavy,106.6,2866,40
2025-12-16 17:53,RTE-0290,17,heavy,124.0,5481,13
2024-11-05 05:53,RTE-0743,5,low,120.1,4897,0
2024-05-02 07:53,RTE-0835,7,medium,56.3,6859,0
2024-10-16 17:53,RTE-0527,17,low,39.3,7680,0
2024-09-14 05:53,RTE-0531,5,low,173.2,1731,0
2025-04-30 14:53,RTE-0500,14,medium,115.5,7044,0
2025-07-05 13:53,RTE-0711,13,heavy,75.3,6204,5
2025-10-13 00:53,RTE-0883,0,low,166.7,2552,0
2025-01-09 12:53,RTE-0813,12,high,170.2,6681,14
2025-05-31 23:53,RTE-0706,23,blocked,32.7,160,0
2024-06-01 08:53,RTE-0018,8,low,135.9,3139,0
2025-03-19 17:53,RTE-0435,17,moderate,128.2,6580,0
2025-12-25 05:53,RTE-0379,5,low,62.7,6906,0
2024-09-09 13:53,RTE-0937,13,low,69.3,5411,0
2024-07-07 10:53,RTE-0058,10,light,42.8,3999,0
2024-06-27 13:53,RTE-0257,13,blocked,101.1,1572,0
2024-09-30 22:53,RTE-0950,22,heavy,92.3,7579,30
2024-06-05 12:53,RTE-0302,12,moderate,89.8,357,0
2024-05-03 13:53,RTE-0708,13,severe,137.8,3636,55
2024-05-28 04:53,RTE-0459,4,moderate,98.6,6649,0
2024-12-22 04:53,RTE-0214,4,light,54.1,7549,0
2025-02-28 16:53,RTE-0753,16,heavy,42.7,1101,32
2025-06-20 10:53,RTE-0692,10,light,65.1,5794,0
2025-04-23 06:53,RTE-0333,6,light,62.2,1720,0
2024-09-07 05:53,RTE-0098,5,medium,150.0,2688,0
2024-08-10 12:53,RTE-0890,12,low,43.2,5512,0
2024-06-16 18:53,RTE-0063,18,severe,163.7,4638,55
2025-02-17 17:53,RTE-0099,17,heavy,65.8,1782,54
2026-04-05 06:53,RTE-0886,6,severe,152.4,4542,41
2026-04-13 04:53,RTE-0537,4,medium,162.1,2977,0
2025-05-25 12:53,RTE-0203,12,high,43.4,5595,22
2025-04-08 07:53,RTE-0955,7,blocked,151.0,4347,0
2024-05-19 04:53,RTE-0158,4,heavy,50.5,5871,18
2024-11-25 05:53,RTE-0345,5,medium,68.4,2645,0
2024-07-12 09:53,RTE-0008,9,medium,52.5,1638,0
2026-02-24 15:53,RTE-0115,15,light,127.2,7810,0
2025-03-22 22:53,RTE-0957,22,heavy,38.8,3014,22
2025-10-25 02:53,RTE-0956,2,medium,175.4,555,0
2024-07-27 11:53,RTE-0668,11,high,118.2,2897,29
2024-09-06 03:53,RTE-0145,3,blocked,80.8,1572,0
2025-04-01 12:53,RTE-0009,12,medium,24.4,6539,0
2025-08-07 10:53,RTE-0510,10,light,134.2,1278,0
2024-06-14 00:53,RTE-0677,0,severe,128.3,4901,8
2025-04-30 03:53,RTE-0972,3,low,28.5,2549,0
2024-08-02 00:53,RTE-0809,0,low,162.9,3238,0
2025-11-06 22:53,RTE-0512,22,heavy,43.8,2126,43
2025-07-30 18:53,RTE-0799,18,light,52.9,1036,0
2024-06-04 15:53,RTE-0756,15,light,29.7,5858,0
2025-06-27 14:53,RTE-0377,14,medium,82.7,1752,0
2026-02-02 02:53,RTE-0311,2,moderate,83.2,3290,0
2025-05-19 02:53,RTE-0980,2,high,159.2,2788,2
2024-09-08 18:53,RTE-0082,18,high,138.0,2900,21
2024-05-28 20:53,RTE-0441,20,low,90.7,6094,0
2026-03-01 02:53,RTE-0301,2,blocked,75.7,2512,0
2024-07-03 09:53,RTE-0495,9,heavy,36.0,1820,40
2025-10-05 23:53,RTE-0642,23,medium,,5849,0
2024-10-02 12:53,RTE-0324,12,low,106.8,4766,0
2025-03-12 00:53,RTE-0837,0,blocked,98.9,6457,0
2025-06-08 23:53,RTE-0927,23,medium,66.6,7104,0
2024-05-11 02:53,RTE-0478,2,moderate,31.1,7057,0
2024-05-01 04:53,RTE-0789,4,medium,110.4,6989,0
2024-06-20 03:53,RTE-0332,3,high,108.0,527,10
2025-06-30 13:53,RTE-0512,13,high,71.1,3637,34
2024-05-07 16:53,RTE-0429,16,high,48.8,7238,25
2025-10-13 08:53,RTE-0052,8,blocked,82.0,3064,0
2024-11-07 22:53,RTE-0184,22,high,50.9,5380,4
2026-01-01 09:53,RTE-0985,9,medium,35.6,7971,0
2025-06-04 00:53,RTE-0316,0,medium,36.6,3614,0
2024-09-17 23:53,RTE-0357,23,blocked,132.5,7567,0
2025-01-25 08:53,RTE-0488,8,high,139.7,4014,10
2024-05-20 16:53,RTE-0517,16,high,55.8,4444,8
2024-07-08 06:53,RTE-0088,6,light,100.0,1467,0
2025-05-03 17:53,RTE-0829,17,light,57.6,1746,0
2025-02-15 09:53,RTE-0508,9,blocked,96.5,2842,0
2024-09-03 09:53,RTE-0932,9,medium,69.2,6013,0
2025-01-09 21:53,RTE-0692,21,moderate,63.4,1768,0
2025-12-12 02:53,RTE-0124,2,medium,168.9,1012,0
2024-10-15 17:53,RTE-0034,17,high,98.8,5508,35
2025-08-01 08:53,RTE-0536,8,medium,57.6,6978,0
2025-01-06 20:53,RTE-0957,20,unknown,168.9,3148,5
2025-05-13 10:53,RTE-0251,10,high,52.1,5410,15
2026-03-07 23:53,RTE-0657,23,high,109.8,4169,60
2025-09-23 04:53,RTE-0359,4,heavy,117.9,3690,26
2026-01-22 11:53,RTE-0300,11,moderate,135.9,832,0
2025-12-16 10:53,RTE-0295,10,high,118.2,5371,54
2024-12-04 04:53,RTE-0165,4,moderate,173.6,6816,0
2025-12-25 11:53,RTE-0511,11,low,95.0,7089,0
2025-11-16 08:53,RTE-0234,8,heavy,163.8,6445,51
2024-11-05 22:53,RTE-0422,22,high,32.3,7528,43
2024-05-17 11:53,RTE-0798,11,heavy,147.6,1758,53
2024-11-06 22:53,RTE-0703,22,heavy,47.3,2032,30
2024-05-22 12:53,RTE-0533,12,severe,146.2,2318,20
2025-09-12 14:53,RTE-0604,14,moderate,42.2,4531,0
2025-05-06 18:53,RTE-0078,18,light,151.5,4588,0
2024-06-21 09:53,RTE-0520,9,light,131.3,4205,0
2025-09-06 10:53,RTE-0968,10,moderate,90.3,4058,0
2024-06-13 18:53,RTE-0648,18,blocked,66.4,4046,0
2025-05-20 06:53,RTE-0693,6,medium,57.3,2113,0
2025-04-07 00:53,RTE-0317,0,low,167.4,6350,0
2026-03-16 03:53,RTE-0645,3,low,140.7,6901,0
2024-09-17 02:53,RTE-0267,2,low,75.1,5704,0
2024-05-02 22:53,RTE-0402,22,moderate,94.8,739,0
2025-09-08 01:53,RTE-0075,1,heavy,172.0,5793,52
2025-11-25 13:53,RTE-0523,13,blocked,60.6,4251,0
2024-12-27 04:53,RTE-0346,4,light,70.9,7964,0
2024-07-17 12:53,RTE-0939,12,light,77.0,767,0
2025-09-06 10:53,RTE-0064,10,blocked,55.8,2917,0
2025-10-03 08:53,RTE-0691,8,high,164.7,1592,14
2025-04-09 21:53,RTE-0684,21,medium,178.9,2744,0
2025-08-29 11:53,RTE-0802,11,severe,22.1,6845,46
2025-06-18 02:53,RTE-0020,2,high,100.9,3049,21
2024-12-16 02:53,RTE-0690,2,unknown,168.3,1938,0
2025-10-17 10:53,RTE-0398,10,blocked,21.2,3909,0
2025-02-12 13:53,RTE-0034,13,high,114.4,2190,12
2024-04-30 20:53,RTE-0767,20,blocked,61.2,7426,0
2024-08-24 22:53,RTE-0820,22,severe,72.9,2448,27
2024-09-01 20:53,RTE-0763,20,moderate,95.3,3499,0
2026-01-15 14:53,RTE-0870,14,moderate,90.6,4939,0
2024-09-17 12:53,RTE-0695,12,severe,154.9,6004,4
2025-06-24 11:53,RTE-0699,11,medium,177.0,3584,0
2026-02-17 11:53,RTE-0747,11,light,162.9,6039,0
2025-07-27 18:53,RTE-0890,18,low,111.2,2791,0
2024-12-08 00:53,RTE-0610,0,blocked,158.0,2619,0
2025-07-10 00:53,RTE-0093,0,severe,142.6,811,24
2025-10-30 04:53,RTE-0127,4,medium,117.1,418,0
2024-11-08 01:53,RTE-0054,1,heavy,28.1,3906,5
2024-11-15 17:53,RTE-0828,17,light,150.5,360,0
2024-09-22 00:53,RTE-0603,0,light,178.4,4189,0
2025-01-23 13:53,RTE-0603,13,light,98.7,6290,0
2024-07-09 21:53,RTE-0362,21,medium,134.5,7595,0
2025-09-12 12:53,RTE-0339,12,light,99.4,366,0
2025-08-01 21:53,RTE-0768,21,medium,46.2,5451,0
2025-02-25 19:53,RTE-0589,19,low,52.6,2937,0
2025-03-13 19:53,RTE-0739,19,high,24.7,7633,18
2025-09-26 03:53,RTE-0753,3,high,66.3,6720,14
2025-01-17 10:53,RTE-0595,10,heavy,71.4,896,25
2025-03-26 15:53,RTE-0718,15,blocked,83.7,3855,0
2025-10-29 01:53,RTE-0076,1,blocked,106.5,7350,0
2025-12-08 12:53,RTE-0395,12,medium,44.9,4066,0
2026-01-23 15:53,RTE-0957,15,high,172.5,6219,35
2024-12-11 17:53,RTE-0180,17,blocked,153.3,2576,0
2026-02-25 09:53,RTE-0675,9,medium,93.4,6707,0
2026-03-25 10:53,RTE-0970,10,medium,179.1,6884,0
2024-05-30 01:53,RTE-0320,1,moderate,129.9,5513,0
2026-01-24 12:53,RTE-0593,12,moderate,76.0,1277,0
2025-11-12 22:53,RTE-0312,22,low,78.2,1990,0
2025-01-30 20:53,RTE-0686,20,severe,82.2,660,10
2024-11-14 05:53,RTE-0538,5,high,153.6,7761,48
2024-11-11 02:53,RTE-0867,2,high,173.8,6747,6
2024-10-01 14:53,RTE-0734,14,light,111.6,4243,0
2025-04-11 13:53,RTE-0357,13,severe,155.6,4734,13
2024-10-02 12:53,RTE-0886,12,low,93.2,5665,0
2024-11-30 17:53,RTE-0518,17,moderate,102.1,1851,0
2024-04-17 02:53,RTE-0860,2,medium,153.7,6664,0
2024-08-28 16:53,RTE-0704,16,blocked,20.4,1738,0
2024-07-06 07:53,RTE-0389,7,high,95.7,5806,6
2024-12-17 23:53,RTE-0674,23,medium,44.5,4102,0
2025-11-05 22:53,RTE-0442,22,low,32.1,1014,0
2025-06-23 22:53,RTE-0249,22,high,37.2,4554,30
2024-07-19 19:53,RTE-0249,19,heavy,34.9,2974,30
2025-06-26 04:53,RTE-0204,4,low,87.4,4066,0
2025-05-07 13:53,RTE-0659,13,light,51.4,6037,0
2024-12-15 07:53,RTE-0764,7,heavy,34.2,1646,20
2024-09-29 18:53,RTE-0923,18,blocked,30.6,3567,0
2025-12-26 08:53,RTE-0101,8,severe,26.0,5386,1
2024-11-08 17:53,RTE-0689,17,severe,156.5,336,27
2024-12-19 07:53,RTE-0630,7,medium,162.3,3772,0
2024-05-11 10:53,RTE-0451,10,moderate,87.0,6157,0
2024-10-09 02:53,RTE-0101,2,heavy,99.0,7818,11
2024-10-21 21:53,RTE-0076,21,unknown,85.2,6291,23
2025-06-11 12:53,RTE-0549,12,low,78.9,4357,0
2024-08-19 16:53,RTE-0691,16,moderate,105.0,7933,0
2024-06-12 02:53,RTE-0212,2,heavy,63.6,139,12
2025-07-05 05:53,RTE-0068,5,heavy,75.6,3945,41
2025-05-29 15:53,RTE-0193,15,heavy,179.3,2788,15
2025-02-02 03:53,RTE-0721,3,light,132.1,7216,0
2025-07-12 22:53,RTE-0959,22,moderate,53.1,7362,0
2024-04-22 08:53,RTE-0511,8,medium,179.4,6779,0
2025-03-29 05:53,RTE-0546,5,medium,143.1,4271,0
2024-09-19 22:53,RTE-0031,22,light,54.0,846,0
2025-07-31 16:53,RTE-0826,16,high,52.0,2501,43
2024-07-21 04:53,RTE-0704,4,heavy,125.9,6073,3
2024-10-02 01:53,RTE-0946,1,severe,72.4,7180,46
2024-06-28 09:53,RTE-0679,9,light,40.5,5840,0
2025-12-11 00:53,RTE-0441,0,light,82.2,975,0
2025-12-19 01:53,RTE-0395,1,blocked,144.2,321,0
2025-05-28 13:53,RTE-0918,13,medium,101.4,6915,0
2025-01-09 17:53,RTE-0761,17,heavy,84.6,3193,58
2024-09-13 21:53,RTE-0462,21,light,149.0,6261,0
2025-06-21 00:53,RTE-0624,0,high,173.5,6761,25
2025-12-10 06:53,RTE-0069,6,high,135.6,2213,26
2024-09-10 07:53,RTE-0773,7,medium,87.7,2143,0
2026-01-14 11:53,RTE-0275,11,low,148.6,1744,0
2026-02-22 03:53,RTE-0730,3,heavy,51.0,4807,23
2026-04-06 13:53,RTE-0488,13,heavy,171.0,2885,41
2026-01-08 05:53,RTE-0023,5,heavy,116.1,5850,53
2025-03-28 15:53,RTE-0249,15,medium,98.9,5548,0
2024-05-18 18:53,RTE-0097,18,light,125.8,1483,0
2025-08-20 10:53,RTE-0528,10,severe,150.8,4815,43
2025-04-29 12:53,RTE-0211,12,high,168.7,1976,11
2025-08-21 12:53,RTE-0483,12,blocked,134.0,5892,0
2026-01-22 01:53,RTE-0220,1,light,76.5,1185,0
2026-02-05 08:53,RTE-0055,8,severe,143.2,4080,37
2025-07-12 03:53,RTE-0843,3,moderate,114.2,1008,0
2025-10-24 12:53,RTE-0155,12,light,38.6,359,0
2025-05-17 21:53,RTE-0641,21,light,66.5,914,0
2024-08-24 14:53,RTE-0257,14,moderate,165.1,3320,0
2025-09-11 10:53,RTE-0448,10,high,42.1,3135,18
2025-12-22 02:53,RTE-0589,2,heavy,36.9,4490,8
2025-02-19 04:53,RTE-0795,4,medium,61.4,4446,0
2024-09-28 10:53,RTE-0384,10,moderate,129.8,817,0
2025-03-22 07:53,RTE-0466,7,heavy,141.5,5194,23
2024-12-27 21:53,RTE-0588,21,light,53.8,5882,0
2025-02-02 06:53,RTE-0025,6,light,110.7,5370,0
2024-06-16 06:53,RTE-0066,6,low,39.1,1417,0
2024-12-10 16:53,RTE-0719,16,heavy,47.0,521,17
2024-06-04 01:53,RTE-0457,1,high,136.8,3590,46
2025-03-25 19:53,RTE-0963,19,low,57.0,2545,0
2025-07-09 05:53,RTE-0731,5,heavy,175.8,816,49
2025-06-05 13:53,RTE-0707,13,high,43.1,5492,36
2025-06-29 08:53,RTE-0104,8,high,159.9,3241,43
2025-12-03 14:53,RTE-0965,14,blocked,84.0,391,0
2025-08-15 11:53,RTE-0633,11,low,136.3,6996,0
2025-02-17 03:53,RTE-0394,3,light,119.5,1780,0
2025-08-26 06:53,RTE-0304,6,medium,24.0,2315,0
2024-10-12 02:53,RTE-0747,2,blocked,175.6,597,0
2024-04-21 22:53,RTE-0936,22,low,90.3,2446,0
2025-10-21 02:53,RTE-0025,2,light,96.3,7918,0
2024-05-06 07:53,RTE-0134,7,heavy,123.6,2450,45
2024-09-03 14:53,RTE-0310,14,high,29.8,4467,1
2024-12-21 11:53,RTE-0863,11,blocked,153.1,5649,0
2024-07-10 23:53,RTE-0163,23,blocked,107.2,3071,0
2025-03-28 09:53,RTE-0422,9,medium,80.9,6772,0
2024-05-22 16:53,RTE-0201,16,heavy,172.8,5173,23
2026-03-28 05:53,RTE-0858,5,blocked,37.5,3315,0
2025-05-03 22:53,RTE-0309,22,heavy,82.0,2477,38
2026-03-22 15:53,RTE-0500,15,low,141.1,695,0
2024-09-04 01:53,RTE-0135,1,heavy,20.1,321,11
2024-09-15 06:53,RTE-0939,6,low,141.9,1907,0
2025-03-03 13:53,RTE-0378,13,medium,,7554,0
2024-12-02 13:53,RTE-0354,13,medium,108.4,2711,0
2025-10-30 22:53,RTE-0716,22,high,72.8,4926,1
2026-04-10 23:53,RTE-0690,23,light,28.4,6862,0
2026-04-05 15:53,RTE-0642,15,moderate,71.5,5780,0
2024-11-28 00:53,RTE-0193,0,high,94.4,6404,23
2025-04-02 01:53,RTE-0747,1,moderate,173.7,3677,0
2025-01-26 05:53,RTE-0837,5,moderate,60.0,4420,0
2024-04-14 14:53,RTE-0871,14,severe,147.4,1593,5
2025-10-26 18:53,RTE-0890,18,moderate,133.2,5166,0
2024-08-25 22:53,RTE-0163,22,severe,79.0,4266,49
2024-08-25 21:53,RTE-0859,21,medium,31.3,3529,0
2025-11-07 09:53,RTE-0614,9,medium,173.1,4634,0
2024-04-21 10:53,RTE-0329,10,severe,164.4,1502,34
2024-08-04 06:53,RTE-0946,6,moderate,84.0,1174,0
2025-02-13 04:53,RTE-0299,4,medium,59.1,1595,0
2024-09-05 22:53,RTE-0230,22,moderate,114.5,4575,0
2025-03-01 11:53,RTE-0227,11,blocked,25.4,1803,0
2025-04-15 13:53,RTE-0338,13,high,147.4,587,42
2026-03-26 14:53,RTE-0626,14,heavy,96.9,4757,55
2025-02-14 12:53,RTE-0773,12,blocked,143.4,4947,0
2024-11-19 21:53,RTE-0684,21,blocked,59.9,5314,0
2024-12-13 17:53,RTE-0702,17,heavy,20.1,6729,60
2024-10-30 08:53,RTE-0917,8,heavy,158.2,4374,0
2025-07-26 08:53,RTE-0882,8,moderate,70.6,7403,0
2025-12-02 19:53,RTE-0690,19,moderate,132.3,4998,0
2024-08-12 02:53,RTE-0309,2,heavy,78.1,2236,9
2025-07-30 19:53,RTE-0018,19,moderate,47.9,2646,0
2025-01-13 09:53,RTE-0887,9,low,97.9,5400,0
2024-10-31 16:53,RTE-0708,16,moderate,161.7,3666,0
2025-10-26 05:53,RTE-0160,5,moderate,139.0,7947,0
2024-08-29 04:53,RTE-0534,4,severe,120.0,5406,10
2024-06-23 18:53,RTE-0780,18,high,71.1,4297,17
2024-09-26 21:53,RTE-0373,21,heavy,145.7,4125,6
2025-10-04 19:53,RTE-0210,19,medium,134.5,6593,0
2025-12-06 05:53,RTE-0167,5,severe,110.0,1774,0
2025-12-19 20:53,RTE-0825,20,heavy,95.3,1501,60
2024-12-08 06:53,RTE-0926,6,high,121.4,1216,18
2025-05-08 16:53,RTE-0167,16,high,137.4,4624,31
2024-04-26 14:53,RTE-0557,14,low,138.1,1541,0
2024-10-30 01:53,RTE-0533,1,severe,45.2,955,35
