timestamp,location_city,temperature_celsius,humidity_percent,wind_speed_kmh,wind_direction,condition,visibility_km
2026-01-04 00:52,Frankfurt,23.4,60.1,63.9,E,storm,44.6
2025-06-22 21:52,Stuttgart,-2.9,,78.9,NW,snow,32.0
2025-01-01 09:52,Leipzig,-11.0,52.5,24.2,S,clear,19.3
2025-06-09 00:52,Cologne,-1.6,76.0,25.6,E,fog,44.1
2024-06-13 12:52,Munich,17.1,28.2,75.7,SW,snow,43.3
2024-12-10 04:52,Hamburg,,32.6,53.5,E,rain,17.5
2025-07-03 20:52,Munich,,63.2,0.7,SW,fog,34.6
2025-01-29 17:52,Dresden,6.1,47.7,12.9,N,snow,22.0
2026-03-02 02:52,Dresden,29.3,27.4,37.3,E,rain,11.6
2025-05-10 04:52,Berlin,28.1,25.5,39.9,N,rain,49.7
2024-10-11 07:52,Hamburg,-10.0,67.4,65.7,NE,fog,11.9
2025-08-10 03:52,Munich,-11.6,83.4,40.6,NW,fog,37.6
2025-08-30 17:52,Cologne,,68.8,77.1,E,clear,37.4
2026-03-20 05:52,Hamburg,,20.6,35.6,SE,fog,49.8
2026-01-30 03:52,Munich,8.0,26.5,48.2,NW,clear,44.1
2024-12-17 03:52,Frankfurt,-1.3,,42.4,SW,cloudy,48.7
2024-05-09 14:52,Berlin,28.9,29.4,70.8,SW,snow,34.3
2024-06-03 00:52,Frankfurt,-11.6,42.6,26.5,W,cloudy,43.0
2024-09-26 20:52,Munich,-14.4,39.6,32.7,W,cloudy,2.1
2024-08-03 19:52,Frankfurt,23.4,,50.6,SE,snow,27.8
2025-12-25 17:52,Cologne,12.8,75.6,16.0,W,rain,19.5
2026-01-12 22:52,Munich,12.9,94.1,7.3,NW,fog,39.9
2026-01-29 15:52,Cologne,16.1,64.8,23.7,SE,snow,15.5
2024-04-29 12:52,Cologne,5.9,98.6,14.6,W,snow,19.5
2025-01-09 01:52,Frankfurt,32.1,85.9,79.5,S,storm,46.3
2025-05-26 15:52,Stuttgart,17.9,49.8,65.1,N,storm,49.9
2025-08-04 21:52,Cologne,3.6,88.9,75.1,W,fog,8.1
2025-04-07 05:52,Hamburg,31.8,94.7,66.9,NE,storm,8.1
2025-03-07 11:52,Munich,-3.1,83.7,23.9,SE,snow,43.9
2024-07-20 18:52,Hamburg,23.4,37.9,31.7,S,cloudy,40.0
2025-12-19 09:52,Berlin,12.8,62.9,74.6,NE,cloudy,2.3
2025-11-26 07:52,Dortmund,0.3,78.7,62.5,NW,cloudy,12.5
2024-09-17 15:52,Hamburg,10.6,84.1,79.7,W,snow,18.8
2024-06-02 07:52,Berlin,9.0,82.0,32.8,NW,fog,24.5
2025-11-11 10:52,Hamburg,7.8,63.9,24.5,W,storm,4.1
2024-05-25 16:52,Stuttgart,27.0,34.3,17.6,SE,cloudy,7.0
2026-03-18 12:52,Dusseldorf,27.1,60.5,41.5,NW,storm,8.6
2024-10-07 06:52,Frankfurt,20.7,97.0,36.2,NE,cloudy,3.9
2026-03-13 10:52,Dresden,6.7,33.1,6.6,E,fog,30.0
2025-12-12 16:52,Cologne,9.5,32.1,39.2,W,fog,13.8
2025-12-15 20:52,Dresden,5.5,27.1,,S,cloudy,46.4
2025-04-02 00:52,Dusseldorf,2.3,90.8,50.0,S,cloudy,32.4
2024-06-14 21:52,Frankfurt,24.7,,48.1,NE,cloudy,38.7
2025-04-08 15:52,Cologne,24.0,94.0,70.9,NW,snow,14.5
2024-07-25 00:52,Frankfurt,9.2,43.8,35.9,SW,fog,7.6
2026-02-23 11:52,Hamburg,10.4,,,E,rain,9.7
2024-06-01 17:52,Dresden,9.9,80.9,71.6,W,fog,7.1
2025-06-23 23:52,Munich,,79.0,74.4,W,cloudy,15.3
2025-08-31 23:52,Dresden,25.1,38.0,6.9,NE,cloudy,12.1
2025-12-27 06:52,Leipzig,28.1,50.8,15.4,NW,rain,42.1
2024-11-27 10:52,Frankfurt,26.0,43.2,28.8,SE,snow,25.5
2024-08-09 18:52,Cologne,5.6,90.5,79.6,SE,rain,40.3
2024-05-28 10:52,Berlin,-14.8,97.2,43.6,N,storm,36.1
2025-04-29 21:52,Frankfurt,-13.8,50.0,3.4,N,snow,4.9
2024-06-08 21:52,Cologne,23.6,43.6,8.2,SE,clear,33.0
2025-10-22 09:52,Munich,15.4,77.2,,SW,rain,36.7
2024-07-25 11:52,Berlin,,27.8,,E,fog,20.3
2025-09-09 15:52,Dortmund,20.7,60.6,51.2,SW,clear,10.3
2024-08-22 19:52,Dresden,,,59.6,N,cloudy,1.2
2025-04-27 02:52,Munich,-13.5,27.3,66.6,SW,clear,10.8
2025-04-26 07:52,Dortmund,4.7,90.1,71.6,NW,cloudy,38.5
2026-01-16 12:52,Stuttgart,28.5,82.4,,W,fog,24.0
2025-03-05 20:52,Leipzig,-4.8,27.6,6.1,NE,fog,46.4
2025-11-04 13:52,Berlin,-3.5,50.9,34.4,E,fog,20.6
2025-04-10 13:52,Leipzig,-2.0,90.2,30.7,S,clear,38.5
2026-02-10 17:52,Dortmund,23.5,82.4,34.0,S,cloudy,31.8
2024-10-28 06:52,Dortmund,,32.1,28.0,N,snow,48.3
2024-12-06 23:52,Stuttgart,5.9,25.9,9.4,SE,storm,34.7
2025-06-26 00:52,Hamburg,7.0,31.7,3.8,S,rain,21.0
2024-10-12 19:52,Cologne,2.5,68.2,61.8,E,rain,45.0
2024-06-09 11:52,Berlin,31.1,,,SW,rain,1.6
2024-09-04 22:52,Stuttgart,,48.6,3.7,NE,fog,37.1
2025-08-12 07:52,Dresden,-13.8,59.9,8.9,NW,rain,0.6
2025-11-18 12:52,Stuttgart,9.1,49.6,38.6,SW,fog,35.9
2025-06-25 06:52,Cologne,23.1,22.1,48.2,NW,storm,43.2
2025-03-18 07:52,Frankfurt,-4.8,66.8,73.6,SE,rain,39.7
2024-05-28 02:52,Berlin,18.2,23.8,69.4,NE,rain,5.7
2024-09-26 02:52,Cologne,-6.5,27.9,65.9,N,rain,38.0
2025-08-15 03:52,Cologne,19.8,67.9,23.8,N,snow,19.0
2025-02-01 04:52,Munich,-6.3,54.9,70.3,W,rain,28.2
2025-08-18 06:52,Dresden,19.6,96.8,17.2,SE,rain,2.0
2025-12-19 00:52,Dusseldorf,7.7,91.6,67.7,SE,clear,45.3
2025-02-23 08:52,Berlin,9.7,29.0,34.0,S,cloudy,40.1
2025-07-23 21:52,Stuttgart,8.1,33.2,,E,cloudy,14.9
2025-07-11 07:52,Berlin,12.7,79.7,76.7,NE,rain,35.5
2026-03-28 05:52,Stuttgart,0.7,35.9,44.6,E,cloudy,43.4
2024-07-04 07:52,Frankfurt,34.3,49.7,63.1,W,cloudy,23.2
2025-11-04 11:52,Hamburg,-13.9,25.3,44.6,W,snow,49.1
2024-12-06 12:52,Dortmund,-1.3,33.9,34.2,SE,storm,6.6
2024-09-04 13:52,Stuttgart,2.2,,22.9,S,storm,5.5
2025-03-31 22:52,Dresden,9.4,66.0,48.3,NW,cloudy,30.5
2025-11-30 16:52,Leipzig,26.2,42.3,78.8,NW,clear,24.5
2024-05-10 21:52,Dortmund,,90.0,22.5,NE,fog,14.9
2024-11-13 08:52,Frankfurt,-13.4,32.0,69.6,SE,rain,9.4
2025-01-03 13:52,Cologne,13.7,64.4,5.6,E,cloudy,23.7
2026-03-09 00:52,Berlin,14.1,29.0,,E,snow,1.7
2026-03-07 08:52,Stuttgart,0.5,75.1,67.6,W,clear,35.6
2024-07-28 23:52,Hamburg,-13.2,79.6,55.4,NW,storm,18.3
2025-02-13 07:52,Leipzig,,58.1,37.4,NW,storm,14.1
2025-08-23 08:52,Leipzig,9.1,,4.4,S,snow,18.5
2025-12-06 09:52,Cologne,30.7,73.1,46.9,NE,fog,9.7
2025-04-07 00:52,Dusseldorf,11.5,48.3,45.6,NW,cloudy,33.2
2025-10-19 19:52,Stuttgart,2.6,49.9,22.2,NW,snow,6.2
2025-01-14 04:52,Dusseldorf,,,66.6,NW,clear,16.4
2024-06-22 16:52,Dusseldorf,,83.0,29.1,S,snow,7.7
2024-10-17 16:52,Cologne,,95.4,49.1,E,snow,18.2
2024-08-08 05:52,Berlin,7.0,35.7,74.1,SW,rain,8.4
2026-01-10 18:52,Dresden,30.4,38.6,73.8,SW,fog,36.8
2024-07-06 21:52,Dresden,0.5,,36.4,E,storm,22.5
2024-10-19 05:52,Frankfurt,28.3,84.2,14.1,NW,clear,47.3
2026-03-30 09:52,Munich,18.2,,24.6,N,cloudy,17.2
2025-03-24 19:52,Dusseldorf,16.9,45.8,,SW,snow,29.6
2024-06-23 18:52,Dresden,12.6,70.8,2.7,E,fog,2.2
2025-08-05 09:52,Stuttgart,19.5,32.3,48.0,NW,rain,38.5
2026-01-25 17:52,Cologne,15.0,37.7,16.1,NE,snow,42.8
2025-08-06 02:52,Hamburg,,44.4,58.0,N,fog,21.7
2025-01-08 16:52,Dusseldorf,30.3,89.3,75.7,E,cloudy,49.0
2026-02-20 12:52,Dusseldorf,,20.6,62.4,SW,snow,33.8
2025-07-28 06:52,Stuttgart,13.2,75.9,29.7,NE,snow,24.8
2025-03-13 23:52,Stuttgart,5.8,23.5,76.6,NW,fog,33.5
2026-04-08 22:52,Stuttgart,18.6,24.1,61.9,E,fog,17.7
2024-05-11 16:52,Leipzig,-5.7,75.6,45.0,NE,storm,45.3
2024-07-24 17:52,Hamburg,11.4,89.0,9.9,SW,clear,35.7
2024-08-26 02:52,Dresden,,95.5,46.7,SW,snow,42.0
2026-03-07 06:52,Stuttgart,,,59.8,W,rain,25.1
2025-08-24 20:52,Dresden,24.5,76.9,51.5,SE,rain,30.2
2024-05-20 17:52,Munich,19.2,46.3,79.2,W,fog,36.6
2025-07-18 19:52,Frankfurt,6.3,69.0,57.4,SE,snow,1.2
2025-07-10 16:52,Dusseldorf,17.9,94.8,78.7,N,storm,5.9
2025-07-26 06:52,Stuttgart,24.9,63.0,8.0,SW,fog,0.7
2024-05-25 03:52,Stuttgart,-0.3,62.1,47.4,SE,cloudy,44.4
2024-12-24 21:52,Cologne,14.6,58.8,12.7,E,snow,41.0
2024-11-03 10:52,Dortmund,-6.6,59.2,13.5,NW,rain,41.2
2025-02-01 09:52,Cologne,2.0,49.7,24.9,SW,snow,36.8
2024-08-16 11:52,Hamburg,-8.6,24.2,36.7,NW,cloudy,16.3
2026-02-17 11:52,Cologne,25.9,22.8,25.3,NE,storm,38.3
2026-03-20 03:52,Stuttgart,34.5,83.6,67.6,W,fog,29.0
2025-10-28 10:52,Leipzig,2.6,84.1,49.1,E,cloudy,49.1
2024-11-26 20:52,Leipzig,,52.6,48.5,W,storm,41.2
2026-03-17 15:52,Dusseldorf,15.0,,23.6,NW,rain,1.2
2025-02-03 17:52,Munich,-3.9,73.7,69.9,N,fog,9.8
2025-05-19 08:52,Dortmund,33.2,,55.4,NW,clear,43.5
2026-04-01 20:52,Dresden,0.3,93.6,50.6,SE,clear,11.7
2024-06-25 23:52,Dusseldorf,13.4,,18.7,SE,cloudy,40.4
2024-07-18 12:52,Stuttgart,23.4,97.3,37.2,S,storm,15.3
2025-09-12 13:52,Frankfurt,14.3,30.7,72.7,W,clear,46.9
2024-05-30 12:52,Dortmund,1.1,83.3,72.3,NE,cloudy,3.5
2025-07-31 23:52,Dusseldorf,,49.3,29.5,NE,clear,49.3
2026-02-11 08:52,Dresden,,,50.4,E,snow,24.7
2024-08-27 10:52,Frankfurt,28.6,,35.5,SE,storm,22.3
2024-06-11 13:52,Dresden,32.8,27.0,22.4,NW,snow,1.5
2024-04-25 19:52,Frankfurt,,45.1,19.4,NW,cloudy,15.0
2024-10-13 21:52,Stuttgart,21.6,67.8,77.3,NE,clear,47.5
2024-07-26 19:52,Stuttgart,26.3,68.4,70.6,NE,fog,35.2
2025-07-29 01:52,Hamburg,28.4,28.2,33.6,SW,cloudy,33.1
2026-04-05 07:52,Dusseldorf,-5.5,39.1,15.0,SE,clear,43.3
2025-09-02 23:52,Berlin,,42.0,62.5,SW,rain,37.2
2025-05-28 21:52,Frankfurt,17.1,52.8,71.6,SE,fog,9.7
2026-01-13 03:52,Cologne,16.6,41.7,37.7,NW,cloudy,45.7
2025-05-04 10:52,Munich,4.2,30.6,63.4,E,rain,7.7
2024-05-25 00:52,Stuttgart,12.6,24.2,71.7,SE,rain,5.0
2026-03-01 05:52,Munich,22.6,,47.6,E,fog,23.6
2025-11-18 13:52,Munich,28.1,69.1,25.7,NW,storm,26.0
2025-09-29 07:52,Stuttgart,-5.0,46.9,42.3,E,snow,7.8
2025-03-16 21:52,Dresden,32.8,44.8,33.4,SE,cloudy,38.2
2025-11-13 11:52,Berlin,16.2,59.4,24.0,N,storm,35.6
2026-02-19 16:52,Dortmund,-13.6,66.1,46.1,S,rain,15.4
2025-05-16 17:52,Berlin,34.6,54.3,6.9,NE,fog,39.8
2025-07-19 14:52,Frankfurt,34.0,38.7,40.9,N,rain,48.2
2026-04-07 08:52,Hamburg,4.6,69.8,61.3,NE,clear,38.1
2024-09-03 05:52,Cologne,27.5,30.3,70.9,SW,cloudy,19.7
2026-02-08 02:52,Berlin,-8.1,23.4,40.4,E,fog,36.1
2025-09-17 19:52,Dortmund,26.2,60.3,59.4,W,snow,34.2
2024-07-13 04:52,Dresden,26.8,45.3,29.2,S,rain,32.5
2026-02-12 14:52,Berlin,-7.7,79.7,42.8,SW,storm,47.5
2024-09-12 10:52,Dresden,4.9,99.9,77.9,N,fog,22.8
2026-02-23 23:52,Munich,14.4,33.5,,W,fog,17.7
2024-10-02 19:52,Cologne,2.4,22.3,62.3,NW,snow,17.9
2024-08-20 10:52,Dortmund,-9.8,,45.1,SW,fog,31.9
2024-06-12 23:52,Leipzig,29.1,55.9,11.7,W,fog,1.9
2025-09-24 16:52,Berlin,21.8,,2.1,E,cloudy,18.3
2025-05-04 16:52,Berlin,32.8,72.3,12.6,SW,clear,27.5
2025-09-14 21:52,Hamburg,25.6,67.7,35.5,W,storm,8.5
2025-01-19 17:52,Dortmund,-5.5,97.6,76.5,N,cloudy,38.8
2025-10-21 23:52,Stuttgart,-14.0,37.6,62.6,S,rain,9.3
2025-07-07 19:52,Hamburg,-13.5,82.7,59.9,SE,snow,37.1
2026-03-10 09:52,Cologne,14.1,94.5,70.3,S,snow,7.9
2025-09-04 17:52,Berlin,,98.5,4.6,SE,storm,33.4
2025-09-29 14:52,Frankfurt,14.1,89.6,25.7,NE,fog,38.6
2024-12-30 15:52,Leipzig,,36.2,61.2,NE,clear,15.4
2024-11-21 10:52,Leipzig,2.9,42.9,8.6,NW,storm,35.2
2025-04-02 16:52,Stuttgart,-12.0,61.4,36.5,E,snow,10.5
2025-05-06 19:52,Frankfurt,14.4,50.6,54.6,NE,cloudy,43.5
2024-08-01 14:52,Frankfurt,28.8,46.4,48.1,NW,fog,44.1
2026-01-04 04:52,Leipzig,-12.4,77.1,79.0,S,storm,22.8
2025-04-26 05:52,Cologne,33.4,80.5,12.7,N,rain,25.2
2026-03-18 22:52,Stuttgart,-6.6,75.2,74.2,NE,storm,2.5
2024-12-20 05:52,Leipzig,,71.9,78.1,E,storm,3.4
2024-05-29 09:52,Stuttgart,15.7,79.1,41.5,S,fog,28.0
2025-10-11 23:52,Stuttgart,8.6,44.7,43.3,E,cloudy,46.6
2025-06-17 00:52,Dusseldorf,-3.8,70.0,61.4,W,snow,44.1
2024-06-07 13:52,Dortmund,7.8,84.8,25.8,E,rain,6.6
2025-02-23 01:52,Leipzig,-12.3,33.4,8.9,NE,cloudy,16.7
2024-10-29 04:52,Dusseldorf,-1.1,67.8,46.1,S,storm,12.5
2024-09-10 05:52,Leipzig,0.0,75.7,3.1,SE,snow,19.7
2025-06-19 10:52,Munich,-9.2,70.7,49.9,S,cloudy,15.8
2025-09-03 07:52,Berlin,,72.0,16.1,SE,clear,36.4
2026-02-26 13:52,Leipzig,-7.0,42.6,4.3,SW,storm,39.9
2026-04-12 06:52,Berlin,21.1,84.7,51.8,SE,storm,18.9
2025-01-16 22:52,Frankfurt,-14.6,20.2,30.2,S,clear,4.1
2025-02-11 13:52,Dortmund,5.2,84.6,,N,rain,29.9
2024-09-09 12:52,Dortmund,16.4,50.3,,E,rain,4.5
2025-11-08 22:52,Stuttgart,33.8,,76.7,E,cloudy,22.8
2025-07-22 05:52,Munich,15.7,26.1,62.5,SE,snow,43.0
2025-12-16 11:52,Stuttgart,34.2,73.7,15.9,W,fog,0.8
2025-05-24 13:52,Stuttgart,28.6,88.6,22.6,E,storm,1.6
2025-12-19 03:52,Berlin,17.7,,70.9,SE,fog,27.1
2026-02-23 04:52,Berlin,5.4,27.3,41.9,NW,snow,38.1
2024-11-23 15:52,Frankfurt,,71.1,36.3,N,clear,31.5
2024-12-22 07:52,Dusseldorf,30.6,22.2,8.3,NW,storm,28.5
2026-01-09 01:52,Leipzig,11.7,77.6,,W,cloudy,49.4
2024-09-02 15:52,Dresden,14.4,82.5,19.8,SW,fog,35.6
2024-06-27 14:52,Hamburg,-14.4,42.0,54.2,SE,rain,29.1
2025-12-13 17:52,Stuttgart,-11.4,53.9,55.7,NW,rain,24.4
2026-03-29 19:52,Dusseldorf,23.7,26.6,73.4,S,snow,40.6
2024-12-19 21:52,Hamburg,28.8,99.0,23.5,S,storm,44.8
2025-08-03 03:52,Cologne,4.9,55.9,64.0,N,cloudy,15.1
2025-07-12 07:52,Leipzig,-1.6,80.9,40.7,SE,storm,47.9
2026-03-22 14:52,Dortmund,,77.3,46.9,N,storm,11.8
2024-06-22 11:52,Munich,31.0,43.7,69.9,NW,clear,29.9
2025-03-13 22:52,Berlin,20.7,64.7,52.3,S,storm,17.0
2025-10-13 07:52,Dresden,-0.1,89.5,1.2,S,fog,48.9
2025-01-22 19:52,Stuttgart,33.2,63.0,10.3,SW,storm,24.5
2025-12-09 22:52,Frankfurt,-1.9,25.2,27.6,W,clear,5.1
2025-12-19 10:52,Munich,27.7,70.2,11.5,NW,rain,29.2
2024-11-19 19:52,Dortmund,6.1,55.3,19.3,SE,storm,38.7
2024-07-24 08:52,Frankfurt,-4.3,85.0,56.4,S,cloudy,13.0
2025-06-13 03:52,Stuttgart,4.4,83.9,43.7,N,cloudy,4.9
2024-05-20 03:52,Leipzig,16.6,21.9,36.9,E,storm,20.2
2024-04-24 19:52,Munich,-13.8,88.0,9.1,SW,cloudy,42.4
2025-02-21 04:52,Hamburg,-13.5,71.1,,NW,rain,46.8
2025-12-23 14:52,Frankfurt,-5.2,57.8,47.8,E,snow,0.8
2026-01-02 06:52,Stuttgart,29.8,84.0,,NE,storm,24.2
2024-07-03 01:52,Dusseldorf,-9.2,,53.6,SW,rain,36.8
2025-08-27 02:52,Dortmund,,63.8,35.9,NW,clear,11.9
2025-05-09 07:52,Dresden,23.4,74.1,,E,cloudy,20.2
2024-09-13 03:52,Dresden,1.8,67.0,24.8,N,fog,2.3
2025-03-13 12:52,Frankfurt,-7.4,33.0,69.0,NW,clear,33.3
2024-11-26 21:52,Munich,34.1,54.0,38.3,W,clear,29.1
2024-10-25 06:52,Dortmund,,,71.7,SW,clear,1.1
2026-01-01 06:52,Cologne,9.5,59.5,69.1,NE,rain,29.9
2024-10-09 10:52,Dortmund,21.7,23.8,68.5,N,storm,38.0
2025-08-22 15:52,Frankfurt,-10.7,51.6,39.7,NE,rain,23.8
2025-12-14 08:52,Leipzig,,21.8,46.9,SE,fog,36.5
2025-02-02 14:52,Frankfurt,,24.1,1.7,N,clear,16.3
2024-11-22 15:52,Hamburg,,59.2,69.9,E,rain,4.8
2025-03-19 09:52,Dusseldorf,19.9,96.4,,SW,rain,7.7
2025-06-13 12:52,Leipzig,-13.0,40.8,32.8,W,rain,9.0
2025-06-10 08:52,Stuttgart,,46.0,41.1,NE,clear,12.1
2026-01-23 10:52,Dresden,-10.5,28.3,32.3,NW,cloudy,46.0
2025-02-07 19:52,Dresden,28.8,41.9,16.2,SE,rain,48.9
2024-06-10 06:52,Frankfurt,17.2,,45.2,SE,clear,47.0
2025-01-29 19:52,Berlin,20.0,95.7,75.5,NE,storm,19.6
2026-01-22 06:52,Hamburg,4.0,88.7,17.9,NE,clear,29.0
2025-08-07 05:52,Stuttgart,1.8,56.6,71.3,SE,cloudy,49.1
2025-02-07 23:52,Stuttgart,28.8,74.3,78.1,SW,rain,5.3
2025-05-19 08:52,Leipzig,29.6,45.7,64.6,N,storm,45.3
2024-08-30 19:52,Frankfurt,-12.7,72.6,71.3,E,snow,19.9
2024-12-17 22:52,Hamburg,-1.0,71.1,19.7,E,snow,37.0
2025-10-23 23:52,Cologne,22.6,67.4,0.7,W,clear,14.6
2024-12-24 15:52,Hamburg,,,43.8,SW,cloudy,4.4
2025-03-16 20:52,Hamburg,16.7,,15.8,SE,cloudy,27.9
2024-08-11 20:52,Dortmund,33.5,24.9,40.5,S,snow,15.4
2024-11-18 07:52,Frankfurt,-3.9,57.7,73.2,SW,storm,44.6
2024-09-05 18:52,Cologne,-13.9,56.0,17.8,SW,snow,15.5
2024-09-25 14:52,Dortmund,-0.7,53.7,19.1,E,rain,3.8
2025-01-27 05:52,Munich,-2.3,92.9,61.9,NE,clear,21.7
2026-01-05 17:52,Stuttgart,26.3,23.5,32.0,NE,cloudy,39.7
2024-07-23 04:52,Leipzig,-6.0,72.8,72.0,SW,snow,46.7
2025-12-04 23:52,Leipzig,,50.1,72.4,E,fog,39.5
2026-01-15 22:52,Cologne,16.6,98.6,1.9,S,fog,30.7
2024-12-27 23:52,Hamburg,,69.8,78.6,SE,cloudy,7.8
2025-03-23 21:52,Dusseldorf,18.1,72.9,32.5,E,rain,38.3
2025-02-11 19:52,Dortmund,16.1,79.4,53.2,W,cloudy,5.1
2026-01-25 10:52,Berlin,,,37.9,N,clear,27.3
2024-09-21 13:52,Leipzig,-14.3,45.9,45.8,SW,snow,12.1
2025-04-28 12:52,Dresden,3.8,68.7,31.8,W,clear,31.4
2025-03-27 00:52,Stuttgart,3.9,32.4,48.4,E,clear,16.4
2025-10-29 20:52,Leipzig,33.2,62.4,22.8,N,clear,46.5
2025-07-02 08:52,Frankfurt,16.7,93.7,55.7,E,cloudy,21.3
2025-05-30 09:52,Stuttgart,12.4,42.7,76.5,NW,clear,22.7
2024-06-22 01:52,Stuttgart,17.8,60.5,24.5,W,snow,20.7
2026-02-23 20:52,Dusseldorf,23.0,59.6,55.1,SW,fog,11.3
2025-09-02 20:52,Dortmund,22.0,53.4,11.4,N,fog,40.8
2025-10-09 06:52,Dresden,-6.3,28.6,48.0,SW,cloudy,12.4
2025-05-15 17:52,Berlin,20.2,97.4,26.9,SE,fog,4.6
2025-08-23 12:52,Dusseldorf,17.6,95.8,72.4,W,fog,34.9
2024-05-15 10:52,Dresden,10.9,97.6,32.7,N,cloudy,17.1
2025-04-10 14:52,Frankfurt,31.8,63.6,23.1,SE,snow,37.3
2024-11-19 08:52,Munich,-7.5,76.6,51.7,S,rain,10.2
2026-03-05 19:52,Cologne,32.1,50.6,45.0,N,rain,28.7
2024-12-25 16:52,Dresden,,53.2,35.5,E,rain,44.2
2024-12-26 15:52,Frankfurt,-12.4,98.3,70.4,NE,fog,21.1
2026-02-18 11:52,Leipzig,5.4,72.3,49.2,SE,snow,20.0
2025-06-06 22:52,Leipzig,,41.2,5.0,S,storm,26.2
2024-09-08 16:52,Dortmund,-3.3,43.7,39.9,E,fog,29.2
2025-02-25 09:52,Munich,-0.5,70.7,64.4,S,fog,28.0
2025-10-16 14:52,Berlin,32.4,,16.5,S,cloudy,11.2
2024-10-30 00:52,Frankfurt,-13.7,28.3,13.4,SW,cloudy,26.0
2025-04-27 18:52,Hamburg,,87.6,65.5,SE,cloudy,48.1
2025-04-05 07:52,Dresden,27.7,44.3,17.2,N,snow,44.0
2025-07-25 18:52,Dresden,7.3,38.6,78.6,NW,storm,28.0
2025-05-17 21:52,Frankfurt,15.7,,65.5,E,storm,4.1
2025-11-27 22:52,Stuttgart,12.0,91.8,24.7,N,clear,14.2
2024-06-18 21:52,Berlin,20.7,63.1,63.1,W,fog,21.1
2025-05-07 19:52,Berlin,3.1,27.6,38.7,NW,clear,7.6
2025-11-06 20:52,Stuttgart,27.9,67.2,61.3,N,cloudy,21.1
2026-01-10 18:52,Berlin,20.1,76.4,62.1,E,rain,33.0
2025-10-31 13:52,Dusseldorf,12.4,76.3,56.9,SW,fog,36.9
2024-08-11 00:52,Dusseldorf,-0.1,67.0,17.3,N,rain,41.6
2026-01-10 17:52,Dresden,32.8,68.0,69.6,SE,cloudy,17.0
2025-07-11 09:52,Stuttgart,26.8,85.7,5.1,S,cloudy,16.8
2026-02-19 12:52,Dresden,,53.8,23.2,W,fog,14.1
2024-11-08 08:52,Munich,2.8,60.0,26.9,N,rain,12.5
2024-06-01 15:52,Berlin,,52.1,73.5,NE,clear,44.2
2024-04-18 09:52,Munich,15.8,93.6,70.5,NW,storm,38.4
2025-03-13 18:52,Dusseldorf,3.9,47.7,17.8,S,cloudy,18.5
2024-07-08 14:52,Dortmund,21.5,90.7,44.8,W,fog,12.3
2026-03-12 02:52,Dresden,,,53.2,NE,clear,38.8
2025-07-25 15:52,Dusseldorf,15.4,69.3,75.2,E,snow,28.2
2025-11-18 20:52,Dusseldorf,22.1,68.5,43.0,NE,cloudy,33.9
2025-02-27 20:52,Leipzig,26.6,74.1,31.9,SE,rain,17.6
2025-08-11 00:52,Berlin,-12.3,35.7,62.0,SW,snow,9.6
2024-09-16 13:52,Stuttgart,17.3,34.8,2.0,NE,fog,2.1
2025-06-27 18:52,Munich,0.7,26.6,,E,rain,9.3
2026-03-05 15:52,Cologne,8.2,66.9,44.2,N,snow,30.6
2026-03-14 23:52,Frankfurt,8.5,83.7,58.6,E,fog,12.5
2024-05-15 17:52,Stuttgart,24.2,20.8,70.7,NE,clear,24.1
